idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,med_indicator,chip_indicator
174,"243 US ROUTE 1 STE 1,SCARBOROUGH,ME,04074-7400",0,0,1,5,43.58941541,-70.33938972,0,0
175,"243 US ROUTE 1 STE 2,SCARBOROUGH,ME,04074-7400",1,0,0,5,43.58941541,-70.33938972,0,0
176,"246 BRACKETT ST APT 3,PORTLAND,ME,04102-3265",2,0,0,5,43.65194985,-70.27010176,0,0
177,"247 PORTLAND ST STE 3,YARMOUTH,ME,04096-8130",1,0,0,5,43.79155794,-70.18990591,0,0
178,"247 PORTLAND ST STE 900,YARMOUTH,ME,04096-8130",2,0,0,5,43.79155794,-70.18990591,0,0
179,"25 DEAN DR,N WATERBORO,ME,04061-4300",1,0,0,31,43.63378337,-70.74201653,0,0
180,"25 JAMECO MILL RD,SCARBOROUGH,ME,04074-8215",1,0,0,5,43.60804219,-70.33467508,0,0
181,"25 LONG CREEK DR,SOUTH PORTLAND,ME,04106-2440",3,0,0,5,43.63591661,-70.32156347,0,0
182,"251 US ROUTE 1 STE 207,FALMOUTH,ME,04105-1447",1,0,0,5,43.73043788,-70.228662,0,0
183,"252 HAINES MEADOW RD,BUXTON,ME,4093",1,0,0,31,43.64376298,-70.54545624,0,0
184,"254 WESTERN AVE,SOUTH PORTLAND,ME,04106-2410",1,0,1,5,43.63647973,-70.32193267,0,0
185,"2561 ATLANTIC HWY,LINCOLNVILLE,ME,04849-5350",1,0,0,27,44.285905,-69.008673,0,0
186,"257 BLACKSTRAP RD,FALMOUTH,ME,04105-2412",1,0,0,5,43.7500728,-70.32112705,0,0
187,"26 CROSS ST,AUBURN,ME,04210-6164",2,0,0,1,44.11661301,-70.22479552,0,0
188,"26 HAMPSHIRE ST APT 3,PORTLAND,ME,04101-4861",1,0,0,5,43.66005358,-70.25168346,0,0
189,"26 WAITES LANDING RD,FALMOUTH,ME,04105-1937",1,0,1,5,43.7133261,-70.2241587,0,0
190,"265 SPRING ST APT 2,PORTLAND,ME,04102-3758",1,0,0,5,43.64800179,-70.26783368,0,0
191,"265 WESTBROOK ST,SOUTH PORTLAND,ME,04106-3327",2,0,0,5,43.62933322,-70.31048721,0,0
192,"2689 N BELFAST AVE,AUGUSTA,ME,04330-0204",1,0,0,11,44.3350915,-69.6999426,0,0
193,"269 US ROUTE 1,CUMBERLAND FORESIDE,ME,04110-1329",1,0,0,5,43.75097462,-70.18784903,0,0
194,"27 BARIBEAU DR,BRUNSWICK,ME,04011-2929",1,0,0,5,43.90319678,-69.97989767,0,0
195,"27 BUCA RUN,PORTLAND,ME,04103-1478",0,0,1,5,43.702011,-70.30611104,0,0
196,"27 BUTTONWOOD ST,SOUTH PORTLAND,ME,04106-4411",1,0,0,5,43.63357431,-70.26287437,0,0
197,"27 MILLETT DR,AUBURN,ME,04210-4055",2,0,0,1,44.08308091,-70.25308585,0,0
198,"27 TENNEY LN,SCARBOROUGH,ME,04074-7566",1,0,0,5,43.59218965,-70.28606422,0,0
199,"27 WESTERN AVE,HAMPDEN,ME,04444-1422",1,0,0,19,44.74473468,-68.83840149,0,0
200,"271 GUN POINT RD,HARPSWELL,ME,04079-3930",1,0,0,5,43.77465289,-69.94565132,0,0
201,"271 MAIN ST,MACHIAS,ME,04654-3606",1,0,0,29,44.7600654,-67.54856381,0,0
202,"275 METHODIST RD APT 2,WESTBROOK,ME,04092-3204",1,0,0,5,43.70379519,-70.35856187,0,0
203,"276 FORESIDE RD,CUMBERLAND FORESIDE,ME,04110-1124",1,0,0,5,43.77389762,-70.19068452,0,0
204,"278 STATE ST,AUGUSTA,ME,04330-6914",1,0,0,11,44.30211838,-69.78217792,0,0
205,"28 S FACTORY ST,SKOWHEGAN,ME,04976-1425",0,0,1,25,44.7608127,-69.7086582,0,0
206,"281 WESTERN AVE,AUGUSTA,ME,04330-4933",1,0,0,11,44.3159803,-69.8054867,0,0
207,"2814 MIDDLE RD,SIDNEY,ME,04330-2628",1,0,0,11,44.4394649,-69.74516606,0,0
208,"282 MAIN ST APT 8,WATERVILLE,ME,04901-4914",1,0,0,11,44.56027577,-69.63408683,0,0
209,"287 SPRING ST APT 8,PORTLAND,ME,04102-3756",1,0,0,5,43.64800179,-70.26783368,0,0
210,"29 CRYSTAL LN,WINDHAM,ME,04062-3313",1,0,0,5,43.77018635,-70.40341309,0,0
211,"29 KNOWLTON ST,CAMDEN,ME,04843-1538",1,0,0,13,44.21265497,-69.07184047,0,0
212,"290 BRIDGTON RD STE 3,WESTBROOK,ME,04092-3754",1,0,0,5,43.70899629,-70.32934671,0,0
213,"296 BACK WINTERPORT RD,HAMPDEN,ME,04444-1117",1,0,0,19,44.69662687,-68.86990035,0,0
214,"3 FOX RUN RD,FALMOUTH,ME,04105-2451",1,0,0,5,43.78371827,-70.33151248,0,0
215,"3 FUNDY RD,FALMOUTH,ME,04105-1775",2,0,0,5,43.74251057,-70.27156317,0,0
216,"3 GOOSEFARE LN,SACO,ME,04072-1517",1,0,0,31,43.5155425,-70.4240631,0,0
217,"3 MAIN ST,TOPSHAM,ME,04086-1216",1,0,0,23,43.92260179,-69.96474218,0,0
218,"3 RUSS RD,CAMDEN,ME,04843-4055",1,0,0,13,44.22288847,-69.07196715,0,0
219,"30 DEEP COVE RD,EASTPORT,ME,04631-3221",1,0,0,29,44.91056975,-67.01925683,0,0
220,"30 LADY SLIPPER LN,YARMOUTH,ME,04096-5537",1,0,0,5,43.76815494,-70.13758922,0,0
221,"314 RIVERSIDE ST,PORTLAND,ME,04103-1037",1,0,0,5,43.6865406,-70.32844963,0,0
222,"315 AUBURN ST,PORTLAND,ME,04103-2179",2,0,0,5,43.71113852,-70.29109396,0,0
223,"32 COUNTRY CRK,NORTH YARMOUTH,ME,04097-6067",1,0,0,5,43.8522243,-70.27861549,0,0
224,"32 MAIN ST,LIVERMORE FALLS,ME,04254-1244",1,0,0,1,44.47265763,-70.18958135,0,0
225,"32 QUAIL RUN,KENNEBUNK,ME,04043-6997",2,0,0,31,43.39701485,-70.57025021,0,0
